name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Serpentskin Armor	0	0	2	1	111	126	0	0	43	0	40	0	36	20	7680	593688	xea	xea		313	lea	lea	lea	xea	uea	0	1	2	3	1	6	1	flplea	invlea			0	0	1	0	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Demonhide Armor	0	0	3	1	122	136	0	0	50	0	40	0	37	20	8490	710274	xla	xla		313	hla	hla	hla	xla	ula	0	1	2	3	1	6	1	flphla	invhla			1	1	1	0	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Trellised Armor	0	0	4	1	138	153	0	0	61	0	40	0	40	20	10134	917124	xtu	xtu		313	stu	stu	stu	xtu	utu	0	1	2	3	1	6	1	flpstu	invstu	invxtuu	invxtuu	1	0	0	1	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Linked Mail	0	0	4	1	158	172	0	0	74	0	40	0	42	20	11852	1181244	xng	xng		313	rng	rng	rng	xng	ung	0	1	2	3	1	6	1	flprng	invrng			0	0	1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Tigulated Mail	0	0	4	1	176	190	0	0	86	0	40	0	43	20	13288	1419576	xcl	xcl		313	scl	scl	scl	xcl	ucl	0	1	2	3	1	6	1	flpscl	invscl			1	1	1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Mesh Armor	0	0	4	1	198	213	0	0	92	0	40	0	45	20	15368	1722282	xhn	xhn		313	chn	chn	chn	xhn	uhn	0	1	2	3	1	6	1	flpchn	invchn			1	1	1	1	2	2	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Cuirass	0	0	4	1	188	202	0	0	65	0	40	0	47	20	15236	1840368	xrs	xrs		313	brs	brs	brs	xrs	urs	0	1	2	3	1	6	1	flpbrs	invbrs		invxrss	0	0	2	0	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Russet Armor	0	0	4	1	225	243	0	0	97	0	40	0	49	20	18654	2364708	xpl	xpl		313	spl	spl	spl	xpl	upl	0	1	2	3	1	6	1	flpspl	invspl			1	1	2	1	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			2	8	0	xxx	xxx	0	0	1
Templar Coat	0	0	4	1	252	274	0	0	118	0	40	0	52	20	21890	3053784	xlt	xlt		313	plt	plt	plt	xlt	ult	0	1	2	3	1	6	1	flpplt	invplt			2	2	2	2	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	8	0	xxx	xxx	0	0	1
Sharktooth Armor	0	0	4	1	242	258	0	0	103	0	40	0	55	20	21940	3309480	xld	xld		313	fld	fld	fld	xld	uld	0	1	2	3	1	6	1	flpfld	invfld			1	1	2	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	8	0	xxx	xxx	0	0	1
Embossed Plate	0	0	4	1	282	303	0	0	125	0	40	0	58	20	26568	4372476	xth	xth		313	gth	gth	gth	xth	uth	0	1	2	3	1	6	1	flpgth	invgth			2	2	1	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	8	0	xxx	xxx	0	0	1
Chaos Armor	0	0	4	1	315	342	0	0	140	0	40	0	61	20	30902	5665236	xul	xul		313	ful	ful	ful	xul	uul	0	1	2	3	1	6	1	flpful	invful			2	2	2	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	8	0	xxx	xxx	0	0	1
Ornate Armor	0	0	4	1	417	450	0	0	170	0	40	0	64	20	41578	8089446	xar	xar		313	aar	aar	aar	xar	uar	0	1	2	3	1	6	1	flpaar	invaar	invxaru	invxaru	1	2	2	2	2	0	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	8	0	xxx	xxx	0	0	1
Mage Plate	0	0	4	1	225	261	0	0	55	0	40	0	60	20	23140	3982494	xtp	xtp		313	ltp	ltp	ltp	xtp	utp	0	1	2	3	1	6	1	flpltp	invltp			2	0	1	1	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			7	8	0	xxx	xxx	0	0	1
Defender	0	0	2	1	41	49	0	0	38	10	70	0	34	20	3080	231372	xuc	xuc		318	buc	buc	buc	xuc	uuc	0	7	2	2	1	4	2	flpbuc	invbuc	invbucu	invbucu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	12	12	100		0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	8	0	xxx	xxx	0	0	1
Round Shield	0	0	3	1	47	55	0	0	53	12	70	0	37	20	3702	311208	xml	xml		318	buc	buc	sml	xml	uml	0	7	2	2	1	4	2	flpsml	invsml	invxmlu	invxmlu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	14	14	100		0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	5	0	xxx	xxx	0	0	1
Scutum	0	0	4	1	53	61	0	0	71	14	70	0	42	20	4562	445080	xrg	xrg		318	lrg	lrg	lrg	xrg	urg	0	7	2	3	1	6	2	flplrg	invlrg	invxrgu	invxrgu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	15	15	100		0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	2	0	xxx	xxx	0	0	1
Dragon Shield	0	0	4	1	59	67	0	0	91	18	70	0	45	20	5296	569832	xit	xit		318	kit	kit	kit	xit	uit	0	7	2	3	1	6	2	flpkit	invkit	invkitu	invkitu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	24	24	100		0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	2	0	xxx	xxx	0	0	1
Pavise	0	0	4	1	68	78	0	0	133	24	70	0	50	20	6604	835500	xow	xow		318	tow	tow	tow	xow	uow	0	7	2	3	1	6	2	flptow	invtow	invtowu	invtowu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	17	17	100		0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	2	0	xxx	xxx	0	0	1
Ancient Shield	0	0	4	1	80	93	0	0	110	16	70	0	56	20	8516	1267020	xts	xts		318	kit	kit	gts	xts	uts	0	7	2	4	1	6	2	flpgts	invgts	invgtsu	invgtsu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	16	16	100		0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	2	0	xxx	xxx	0	0	1
Demonhide Gloves	0	0	2	1	28	35	0	0	20	0	40	0	33	20	2176	192306	xlg	xlg			lgl	lgl	lgl	xlg	ulg	0	16	2	2	1	4	0	flplgl	invlgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Sharkskin Gloves	0	0	2	1	33	39	0	0	20	0	40	0	39	20	2830	255192	xvg	xvg			vgl	vgl	vgl	xvg	uvg	0	16	2	2	1	4	0	flpvgl	invvgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Heavy Bracers	0	0	2	1	37	44	0	0	58	0	40	0	43	20	3414	344418	xmg	xmg			mgl	mgl	mgl	xmg	umg	0	16	2	2	1	4	0	flpmgl	invmgl									0	0	0	0	0	glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	5	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Battle Gauntlets	0	0	3	1	39	47	0	0	88	0	40	0	49	20	4012	483072	xtg	xtg			mgl	mgl	tgl	xtg	utg	0	16	2	2	1	4	0	flptgl	invtgl									0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
War Gauntlets	0	0	4	1	43	53	0	0	110	0	40	0	54	20	4844	671232	xhg	xhg			hgl	hgl	hgl	xhg	uhg	0	16	2	2	1	4	0	flphgl	invhgl									0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Demonhide Boots	0	0	2	1	28	35	0	0	20	0	40	0	36	20	2346	192306	xlb	xlb			lbt	lbt	lbt	xlb	ulb	0	16	2	2	1	4	2	flplbt	invlbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	46	46	200	50	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Sharkskin Boots	0	0	2	1	33	39	0	0	47	0	40	0	39	20	2824	254580	xvb	xvb			vbt	vbt	vbt	xvb	uvb	0	16	2	2	1	4	2	flpvbt	invvbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	50	50	200	50	0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Mesh Boots	0	0	2	1	37	44	0	0	65	0	40	0	43	20	3412	344226	xmb	xmb			mbt	mbt	mbt	xmb	umb	0	16	2	2	1	4	2	flpmbt	invmbt									0	0	0	0	0	boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0	0	0	6	0	52	52	200	50	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Battle Boots	0	0	3	1	39	47	0	0	95	0	40	0	49	20	4010	482850	xtb	xtb			mbt	mbt	tbt	xtb	utb	0	16	2	2	1	4	2	flptbt	invtbt									0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	64	64	200	50	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
War Boots	0	0	4	1	43	53	0	0	125	0	40	0	54	20	4842	670722	xhb	xhb			hbt	hbt	hbt	xhb	uhb	0	16	2	2	1	4	2	flphbt	invhbt									0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	80	80	200	50	0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Demonhide Sash	0	0	2	1	29	34	0	0	20	0	40	0	36	20	2362	193458	zlb	zlb			lbl	lbl	lbl	zlb	ulc	0	16	2	1	1	2	1	flplbl	invlbl									0	0	0	0	0	belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	6	0	0	4	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Sharkskin Belt	0	0	2	1	31	36	0	0	20	0	40	0	39	20	2672	242424	zvb	zvb			vbl	vbl	vbl	zvb	uvc	0	16	2	1	1	2	1	flpvbl	invvbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Mesh Belt	0	0	2	1	35	40	0	0	58	0	40	0	43	20	3206	324780	zmb	zmb			mbl	mbl	mbl	zmb	umc	0	16	2	1	1	2	1	flpmbl	invmbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Battle Belt	0	0	2	1	37	42	0	0	88	0	40	0	49	20	3756	453552	ztb	ztb			mbl	mbl	tbl	ztb	utc	0	16	2	1	1	2	1	flptbl	invtbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
War Belt	0	0	3	1	41	52	0	0	110	0	40	0	54	20	4730	655536	zhb	zhb			hbl	hbl	hbl	zhb	uhc	0	16	2	1	1	2	1	flphbl	invhbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			0	8	0	xxx	xxx	0	0	1
Grim Helm	0	0	2	1	60	125	0	0	58	0	40	0	50	20	8214	1046844	xh9	xh9		309	bhm	bhm	bhm	xh9	uh9	0	0	2	2	1	4	1	flpbhm	invbhm	invbhmu	invbhmu							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			7	8	0	xxx	xxx	0	0	1
Grim Shield	0	0	2	1	50	150	0	0	58	20	70	0	48	20	8500	1012572	xsh	xsh		311	bsh	bsh	bsh	xsh	ush	0	7	2	3	1	6	2	flpbsh	invbsh	invxshu	invxshu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	20	20	100		0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	8	0	xxx	xxx	0	0	1
Barbed Shield	0	0	3	1	58	78	0	0	65	17	70	0	42	20	5308	516972	xpk	xpk		308	spk	spk	spk	xpk	upk	0	7	2	3	1	6	2	flpspk	invspk	invxpku	invxpku							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	35	35	100		0	1					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			8	8	0	xxx	xxx	0	0	1
Expansion																																																																																																																																																																			
Wolf Head	100	0	1	1	8	11	0	0	15	0	30	0	4	1	152	14604	dr1	dr1		303	dr1	dr1	dr1	dr6	drb	0	0	2	2	1	4	1	flpdr1	invdr1									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			8	8	0	dr2	dr3	0	0	1
Hawk Helm	100	0	1	1	4	15	0	0	20	0	30	0	8	1	246	23520	dr2	dr2		303	dr4	dr4	dr2	dr7	drc	0	0	2	2	1	4	1	flpdr4	invdr2									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			8	8	0	dr3	dr4	0	0	1
Antlers	100	0	1	1	18	24	0	0	24	0	30	0	16	1	836	65556	dr3	dr3		303	dr3	dr3	dr3	dr8	drd	0	0	2	2	1	4	1	flpdr3	invdr3									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			8	8	0	dr4	dr5	0	0	1
Falcon Mask	100	0	1	1	12	28	0	0	28	0	30	0	20	1	962	87600	dr4	dr4		303	dr4	dr4	dr4	dr9	dre	0	0	2	2	1	4	1	flpdr4	invdr4									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			8	8	0	dr5	dr5	0	0	1
Spirit Mask	100	0	1	1	22	35	0	0	30	0	30	0	24	1	1528	145650	dr5	dr5		303	dr1	dr1	dr5	dra	drf	0	0	2	2	1	4	1	flpdr1	invdr5									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			8	8	0	xxx	xxx	0	0	1
Jawbone Cap	100	0	1	1	10	15	0	0	25	0	30	0	4	1	136	14250	ba1	ba1		310	ba1	dr1	ba1	ba6	bab	0	0	2	2	1	4	1	flpba1	invba1									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			5	8	0	ba2	ba3	0	0	1
Fanged Helm	100	0	1	1	15	20	0	0	35	0	30	0	8	1	272	24750	ba2	ba2		310	ba1	bhm	ba2	ba7	bac	0	0	2	2	1	4	1	flpba1	invba2									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			5	8	0	ba3	ba4	0	0	1
Horned Helm	100	0	1	1	25	30	0	0	45	0	30	0	16	1	816	62250	ba3	ba3		310	ba3	bhm	ba3	ba8	bad	0	0	2	2	1	4	1	flpba3	invba3									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			5	8	0	ba4	ba5	0	0	1
Assault Helmet	100	0	1	1	30	35	0	0	55	0	30	0	20	1	984	88080	ba4	ba4		310	ba5	bhm	ba4	ba9	bae	0	0	2	2	1	4	1	flpba5	invba4									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			5	8	0	ba5	ba5	0	0	1
Avenger Guard	100	0	1	1	35	50	0	0	65	0	30	0	24	1	1556	147840	ba5	ba5		310	ba5	bhm	ba5	baa	baf	0	0	2	2	1	4	1	flpba5	invba5									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5		1		1	5					5					20					20					20					20					20					20		1		1	20		1		1	20					20					20		1		1	20					20					20		1		1	20			5	8	0	xxx	xxx	0	0	1
Targe	100	0	1	1	8	12	0	0	16	10	60	0	4	1	158	18948	pa1	pa1		304	pa1	spk	pa1	pa6	pab	0	7	2	2	1	4	2	flppa1	invpa1									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	6	6	100		0	3					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			0	0	0	pa2	pa3	0	0	1
Rondache	100	0	1	1	10	18	0	0	26	15	60	0	8	1	340	31548	pa2	pa2		304	pa1	spk	pa2	pa7	pac	0	7	2	2	1	4	2	flppa1	invpa2									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	8	8	100		0	3					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			0	0	0	pa3	pa4	0	0	1
Heraldic Shield	100	0	1	1	16	26	0	0	40	20	60	0	16	1	832	63720	pa3	pa3		304	pa3	spk	pa3	pa8	pad	0	7	2	4	1	6	2	flppa3	invpa3									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	9	9	100		0	3					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			0	0	0	pa4	pa5	0	0	1
Aerin Shield	100	0	1	1	26	36	0	0	50	22	60	0	20	1	1408	130668	pa4	pa4		304	pa3	spk	pa4	pa9	pae	0	7	2	4	1	6	2	flppa3	invpa4									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	10	10	100		0	3					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			0	0	0	pa5	pa5	0	0	1
Crown Shield	100	0	1	1	30	40	0	0	65	25	60	0	24	1	1824	246228	pa5	pa5		304	pa5	spk	pa5	paa	paf	0	7	2	2	1	4	2	flppa5	invpa5									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	12	12	100		0	3					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			0	0	0	xxx	xxx	0	0	1
Preserved Head	100	0	1	1	2	5	0	0	12	3	60	0	4	1	68	13884	ne1	ne1		305	ne1	dr1	ne1	ne6	neb	0	10	2	2	1	4	2	flpne1	invne1									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			1	0	0	ne2	ne3	0	0	1
Zombie Head	100	0	1	1	4	8	0	0	14	5	60	0	8	1	168	22008	ne2	ne2		305	ne2	bhm	ne2	ne7	neg	0	10	2	2	1	4	2	flpne2	invne2									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			1	0	0	ne3	ne4	0	0	1
Unraveller Head	100	0	1	1	6	10	0	0	18	8	60	0	16	1	366	44340	ne3	ne3		305	ne3	bhm	ne3	ne8	ned	0	10	2	2	1	4	2	flpne3	invne3									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			1	0	0	ne4	ne5	0	0	1
Gargoyle Head	100	0	1	1	10	16	0	0	20	10	60	0	20	1	664	69960	ne4	ne4		305	ne3	bhm	ne4	ne9	nee	0	10	2	2	1	4	2	flpne3	invne4									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			1	0	0	ne5	ne5	0	0	1
Demon Head	100	0	1	1	15	20	0	0	25	12	60	0	24	1	998	106050	ne5	ne5		305	ne2	bhm	ne5	nea	nef	0	10	2	2	1	4	2	flpne2	invne5									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					5					5		1		1	5					20					20		1		1	20					20		1		1	20					20					20					20					20					20		1		1	20					20		1		1	20					20			1	0	0	xxx	xxx	0	0	1
Circlet	100	0	1	1	20	30	0	0	0	0	25	0	24	1	402	256872	ci0	ci0	3	316	lit	lit	ci0	ci2	ci3	0	0	2	2	1	4	1	flpci0	invci0									0	0	0	0	0	circ		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	0	0	1
Coronet	100	0	1	1	30	40	0	0	0	0	25	0	52	10	698	513750	ci1	ci1	8	316	lit	lit	ci1	ci2	ci3	0	0	2	2	1	4	1	flpci1	invci1									0	0	0	0	0	circ		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					5					5					5					20					20					20					20					20					20					20					20					20					20					20					20					20					20			1	2	0	xxx	xxx	0	0	1
