Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
sk_archer3	172	sk_archer1	sk_archer4	2	BoneArcher	sk_archer3		skeleton	SkeletonBow		SK	1	1												2	3		5	5	2	11	50	90	sk_archer	sk_archer	10	15	14	13				80	85	90	15	13	12	50	50	50	5	5	5	6	6	6										skbowarrow3									1						1				1			1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				25	25	25	10	190	390	84	180	81	112	316							175	250	100	190	44	62	115							175	250	100	190	44	62	115																																																	Act 1 Miss C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Miss C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Miss C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
sk_archer4	173	sk_archer1	sk_archer5	3	BurningDeadArcher	sk_archer4		skeleton	SkeletonBow		SK	1	1												2	4		5	5	2	15	53	94	sk_archer	sk_archer	10	15	14	13				80	85	90	15	13	11	50	50	50	5	5	5	6	6	6										skbowarrow4									1						1				1			1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				35	35	35	10	190	378	84	178	56	88	315							175	250	100	190	44	62	115							175	250	100	190	44	62	115							A1	fire	100	25	55		100	25	55		100	25	55																														Act 2 Miss A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) Miss A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) Miss A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
sk_archer5	174	sk_archer1	sk_archer6	4	HorrorArcher	sk_archer5		skeleton	SkeletonBow		SK	1	1												2	4		5	5	2	20	57	98	sk_archer	sk_archer	10	15	14	13				90	90	95	15	12	11	50	50	50	5	5	5	6	6	6										skbowarrow5									1						1				1			1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				45	45	45	10	185	378	84	180	56	88	315							175	250	100	190	44	62	115							175	250	100	190	44	62	115							A1	ltng	100	5	80		100	5	80		100	5	120																														Act 2 Miss B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) Miss B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Miss B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
warriv2	175	warriv2		0	Warriv	warriv2		human	Npc		WX	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
atma	176	atma		0	Atma	atma		human	Npc		AS	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
drognan	177	drognan		0	Drognan	drognan		human	Npc		DR	1													1	1		3	3	0				drognan	drognan		15	15	15																																				1	1	1	1	1	1	1									1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
fara	178	fara		0	Fara	fara		human	Npc		OF	1													1	1		3	3	0				fara	fara		15	15	15																																				1	1	1	1	1	1	1									1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
cow	179	cow		0	dummy	cow			Idle		CW	1													1	1		2	2	0				cow	cow		15	15	15																																				2	1	1				1									1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
maggotbaby1	180	maggotbaby1	maggotbaby2	0	SandMaggotYoung	maggotbaby1		sandmaggot	MaggotLarva		SB	1													1	1		4	4	1	20	55	96	maggotbaby	maggotbaby	9	15	14	13				75	78	80	20	17	14	60	60	60	15	15	15	20	20	20																				1												1	1							1																										100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				17	17	17	10	52	162	84	110	35	58	118							50	112	50	60	31	56	70							50	112	50	60	31	56	70							A1	pois					5	15	15	50	5	15	15	50																																															0
maggotbaby2	181	maggotbaby1	maggotbaby3	1	RockWormYoung	maggotbaby2		sandmaggot	MaggotLarva		SB	1													1	1		4	4	1	21	55	104	maggotbaby	maggotbaby	9	15	14	13				80	83	85	19	16	13	70	70	70	15	15	15	20	20	20																				1												1	1							1																										100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				17	17	17	10	58	160	84	110	35	58	115							50	112	50	60	31	56	70							50	112	50	60	31	56	70							A1	pois					5	15	15	50	5	15	15	50																																															0
maggotbaby3	182	maggotbaby1	maggotbaby4	2	DevourerYoung	maggotbaby3		sandmaggot	MaggotLarva		SB	1													1	1		5	5	1	23	58	99	maggotbaby	maggotbaby	9	15	14	13				85	88	90	18	15	12	80	80	80	15	15	15	20	20	20																				1												1	1							1																										100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				19	19	19	10	52	165	84	108	30	59	116							50	112	50	60	31	56	70							50	112	50	60	31	56	70							A1	pois					5	15	15	50	5	15	15	50																																															0
maggotbaby4	183	maggotbaby1	maggotbaby5	3	GiantLampreyYoung	maggotbaby4		sandmaggot	MaggotLarva		SB	1													1	1		5	5	1	25	60	99	maggotbaby	maggotbaby	9	15	14	13				88	91	93	17	14	11	85	85	85	15	15	15	20	20	20																				1												1	1							1																										100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				21	21	21	10	52	160	85	108	36	54	118							50	112	50	60	31	56	70							50	112	50	60	31	56	70							A1	pois					5	15	15	50	5	15	15	50																																															0
maggotbaby5	184	maggotbaby1	maggotbaby6	4	WorldKillerYoung	maggotbaby5		sandmaggot	MaggotLarva		SB	1													1	1		6	6	1	28	67	105	maggotbaby	maggotbaby	9	15	14	13				90	93	95	16	13	10	90	90	90	15	15	15	20	20	20																				1												1	1							1																										100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				24	24	24	10	52	162	85	110	32	55	115							50	112	50	60	31	56	70							50	112	50	60	31	56	70							A1	pois					5	15	15	50	5	15	15	50																																															0
camel	185	camel		0	dummy	camel			Idle		CM	1													1	1		5	5	0							15	15	15																																				2	1	1	1			1									1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
blunderbore1	186	blunderbore1	blunderbore2	0	Blunderbore	blunderbore1	blunderbore	blunderbore	PinHead	stun attack	PN	1													1	2		3	3	1	22	57	98	pinhead	pinhead	10	15	14	13				75	80	85	15	12	10	60	70	70	12	12	12	40	50	55																			1	1							1		1			1	1									Smite	seq_pinheadsmite	1																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				24	24	24	10	400	500	84	228	95	168	156	146	189	92				450	550	80	260	112	175	110	150	194	100				450	550	80	260	112	175	110	150	194	100																																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
blunderbore2	187	blunderbore1	blunderbore3	1	Gorbelly	blunderbore2	blunderbore	blunderbore	PinHead	stun attack	PN	1													1	3		4	4	1	24	59	100	pinhead	pinhead	10	15	14	13				80	85	90	12	9	7	80	80	80	9	9	9	50	60	65																			1	1							1		1			1	1									Smite	seq_pinheadsmite	1																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				27	27	27	10	400	500	85	228	96	174	156	155	192	93				450	550	80	260	112	175	110	150	194	100				450	550	80	260	112	175	110	150	194	100																																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
blunderbore3	188	blunderbore1	blunderbore4	2	Mauler	blunderbore3	blunderbore	blunderbore	PinHead	stun attack	PN	1													2	3		6	6	1	29	65	103	pinhead	pinhead	10	15	14	13				85	90	95	9	7	7	90	90	90	7	7	7	60	65	65																			1	1							1		1			1	1									Smite	seq_pinheadsmite	1																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				33	33	33	10	400	500	85	236	95	172	158	149	189	93				450	550	80	260	112	175	110	150	194	100				450	550	80	260	112	175	110	150	194	100																																														Act 3 H2H C	Act 2 Champ C	Act 2 Unique C		Act 3 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 3 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
blunderbore4	189	blunderbore1	blunderbore5	3	Urdar	blunderbore4	blunderbore	blunderbore	PinHead	stun attack	PN	1													2	4		8	8	1	36	67	105	pinhead	pinhead	10	15	14	13				90	95	97	7	7	7	95	95	95	5	5	5	65	65	70																			1	1							1		1			1	1									Smite	seq_pinheadsmite	1																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				42	42	42	10	400	500	84	284	95	170	156	151	189	93				450	550	80	260	112	175	110	150	194	100				450	550	80	260	112	175	110	150	194	100																																														Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
maggotegg1	190	maggotegg1	maggotegg2	0	SandMaggotEgg	maggotegg1			MaggotEgg		SE	1			maggotbaby1	0	0	S1							1	1		1	1	1	20	55	96	maggotegg	maggotegg	8	15	15	15				250	200	200	18	18	18																													1												1										MaggotEgg	seq_maggotegg	2																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0	192	245	84	100										150	200	25	50										150	200	25	50																																																																						0
maggotegg2	191	maggotegg1	maggotegg3	1	RockWormEgg	maggotegg2			MaggotEgg		SE	1			maggotbaby2	0	0	S1							1	1		1	1	1	21	55	104	maggotegg	maggotegg	8	15	15	15				240	200	200	22	22	22																													1												1										MaggotEgg	seq_maggotegg	3																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0	195	238	84	100										150	200	25	50										150	200	25	50																																																																						0
maggotegg3	192	maggotegg1	maggotegg4	2	DevourerEgg	maggotegg3			MaggotEgg		SE	1			maggotbaby3	0	0	S1							1	1		1	1	1	23	58	99	maggotegg	maggotegg	8	15	15	15				210	200	200	26	26	26																													1												1										MaggotEgg	seq_maggotegg	4																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0	195	240	84	100										150	200	25	50										150	200	25	50																																																																						0
maggotegg4	193	maggotegg1	maggotegg5	3	GiantLampreyEgg	maggotegg4			MaggotEgg		SE	1			maggotbaby4	0	0	S1							1	1		1	1	1	25	60	99	maggotegg	maggotegg	8	15	15	15				180	200	200	30	30	30																													1												1										MaggotEgg	seq_maggotegg	4																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0	195	240	85	100										150	200	25	50										150	200	25	50																																																																						0
maggotegg5	194	maggotegg1	maggotegg6	4	WorldKillerEgg	maggotegg5			MaggotEgg		SE	1			maggotbaby5	0	0	S1							1	1		1	1	1	31	67	105	maggotegg	maggotegg	8	15	15	15				150	200	200	34	34	34																													1												1										MaggotEgg	seq_maggotegg	5																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0	192	238	84	108										150	200	25	50										150	200	25	50																																																																						0
act2male	195	act2male		0	dummy	act2male		human	Towner		2M	1													1	1		2	2	0				mednpc	mednpc		15	15	15																																				1		1	1			1									1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
act2female	196	act2female		0	Dummy	act2female		human	Towner		2F	1													1	1		2	2	0				lightnpc	lightnpc		15	15	15																																				1		1	1			1									1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
act2child	197	act2child		0	dummy	act2child		human	Towner		2C	1													1	1		2	2	0				lightnpc	lightnpc		15	15	15																																				1		1	1			1									1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
greiz	198	greiz		0	Greiz	greiz		human	Npc		GR	1													1	1		4	4	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
elzix	199	elzix		0	Elzix	elzix		human	Npc		EL	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
geglash	200	geglash		0	Geglash	geglash		human	Npc		GE	1													1	1		2	2	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1		1									1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
jerhyn	201	jerhyn		0	Jerhyn	jerhyn		human	Npc		JE	1													1	1		4	4	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1		1									1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
lysander	202	lysander		0	Lysander	lysander		human	Npc		LY	1													1	1		3	3	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
act2guard1	203	act2guard1		0	Dummy	act2guard1		human	Towner		GU	1													1	1		4	7	0				mednpc	mednpc		15	15	15																																				1	1	1	1			1								1	1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
act2vendor1	204	act2vendor1		0	dummy	act2vendor1		human	Vendor		M1	1													1	1		4	4	0				mednpc	mednpc		15	15	15																																				1	1	1	1			1									1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
act2vendor2	205	act2vendor2		0	dummy	act2vendor2		human	Vendor		M2	1													1	1		4	4	0				mednpc	mednpc		15	15	15																																				1	1	1	1			1									1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
crownest1	206	crownest1	crownest2	0	FoulCrowNest	crownest1			FoulCrowNest		BN	1		1	foulcrow1	0	3	NU							1	1		0	0	2	7	47	88	crownest	crownest	10	15	15	15				100	80	70				6	12	15																									1	1												1										Nest	seq_nestlay	1																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0	1140	1362	17	354										1125	1438	30	600										1125	1438	30	600																																																				Act 1 Cast A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) Cast A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) Cast A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
crownest2	207	crownest1	crownest3	1	BloodHawkNest	crownest2			FoulCrowNest		BN	1		1	foulcrow2	0	3	NU							1	1		0	0	2	12	48	89	crownest	crownest	10	15	15	15				100	80	70				8	15	18																									1	1												1										Nest	seq_nestlay	1																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0	1222	1460	19	356										1125	1438	30	600										1125	1438	30	600																																																				Act 1 Cast B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Cast B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
crownest3	208	crownest1	crownest4	2	BlackVultureNest	crownest3			FoulCrowNest		BN	1		1	foulcrow3	0	3	NU							1	1		0	0	2	19	55	96	crownest	crownest	10	15	15	15				100	80	70				10	17	21																									1	1												1										Nest	seq_nestlay	1																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0	1198	1440	19	354										1125	1438	30	600										1125	1438	30	600																																																				Act 2 Cast A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) Cast A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) Cast A	Act 2 (H) Champ A	Act 2 (H) Unique A								0
crownest4	209	crownest1		3	CloudStalkerNest	crownest4			FoulCrowNest		BN	1		1	foulcrow4	0	3	NU							1	1		0	0	2	26	58	99	crownest	crownest	10	15	15	15				100	80	70				15	19	24																									1	1												1										Nest	seq_nestlay	1																						100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0	1192	1430	19	354										1125	1438	30	600										1125	1438	30	600																																																				Act 3 Cast A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) Cast A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) Cast A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
meshif1	210	meshif1		0	Meshif	meshif1		human	Npc		MS	1													1	1		4	4	0				mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																	100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	2							0																																																																																																				0
duriel	211	duriel	uberduriel	0	Duriel	duriel		demon	Duriel		DU	1													1	1		20	20	0	26	65	108	duriel	duriel		15	15	15				5	5	6	33	33	33	50	50	50																										1							1			1	1	1										Charge	seq_durielcharge	5	Jab	seq_durieljab	10	Smite	seq_durielsmite	10	Fanaticism	NU	5													100	50	20	33	66	100	0	0	0	0	0	0	20	10	35	35	50	35	40	20	75	75	100	75	0			1	0	25	50	10	20000	20000	85	3310	175	225	251	175	200	252	1	2	200	30000	30000	120	3310	175	238	110	144	206	150	40	50	135	8500	8500	120	3310	175	238	110	144	206	150	40	50	135	A2	stun	100			15	100			20	100			30																													Duriel	Duriel	Duriel	Durielq	Duriel (N)	Duriel (N)	Duriel (N)	Durielq (N)	Duriel (H)	Duriel (H)	Duriel (H)	Durielq (H)	14	5					0
bonefetish1	212	bonefetish1	bonefetish2	0	Undead RatMan	bonefetish1		undeadfetish	Fetish		FK	1													1	1		6	6	1	14	51	93	bonefetish	bonefetish	10	15	14	13				100	100	100	10	9	8	5	5	5	33	33	33																						1	1					1				1			1	1					1		1																										100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				11	11	11	10	160	275	84	160	90	144	114							162	262	135	250	81	131	90							162	262	135	250	81	131	90																																																	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
bonefetish2	213	bonefetish1	bonefetish3	1	Undead Fetish	bonefetish2		undeadfetish	Fetish		FK	1													1	2		7	7	1	25	60	100	bonefetish	bonefetish	10	15	14	13				100	100	100	10	9	8	5	5	5	33	33	33																						1	1					1				1			1	1					1		1																										100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				21	21	21	10	160	268	85	158	81	126	118							162	262	135	250	81	131	90							162	262	135	250	81	131	90																																																	Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
bonefetish3	214	bonefetish1	bonefetish4	2	Undead Flayer	bonefetish3		undeadfetish	Fetish		FK	1													1	3		8	8	1	26	61	101	bonefetish	bonefetish	10	15	14	13				100	100	100	10	9	8	5	5	5	33	33	33																						1	1					1				1			1	1					1		1																										100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				22	22	22	10	165	268	85	158	90	135	118							162	262	135	250	81	131	90							162	262	135	250	81	131	90																																																	Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
bonefetish4	215	bonefetish1	bonefetish5	3	Undead SoulKiller	bonefetish4		undeadfetish	Fetish		FK	1													2	3		9	9	1	27	62	102	bonefetish	bonefetish	10	15	14	13				100	100	100	10	9	8	5	5	5	33	33	33																						1	1					1				1			1	1					1		1																										100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				23	23	23	10	162	268	85	158	84	134	115							162	262	135	250	81	131	90							162	262	135	250	81	131	90																																																	Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
bonefetish5	216	bonefetish1	bonefetish6	4	Undead StygianDoll	bonefetish5		undeadfetish	Fetish		FK	1													2	4		10	10	1	28	63	103	bonefetish	bonefetish	10	15	14	13				100	100	100	10	9	8	5	5	5	33	33	33																						1	1					1				1			1	1					1		1																										100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1				24	24	24	10	162	268	85	158	86	126	115							162	262	135	250	81	131	90							162	262	135	250	81	131	90																																																	Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
darkguard1	217	darkguard1	darkguard2	0	unused	darkguard1			Idle		xx														1	2		4	4	0																																																								1																																					100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0																																																																																																				0
darkguard2	218	darkguard1	darkguard3	1	unused	darkguard2			Idle		xx														1	3		4	4	0																																																								1																																					100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0																																																																																																				0
darkguard3	219	darkguard1	darkguard4	2	unused	darkguard3			Idle		xx														2	3		5	5	0																																																								1																																					100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0																																																																																																				0
darkguard4	220	darkguard1	darkguard5	3	unused	darkguard4			Idle		xx														2	4		5	5	0																																																								1																																					100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0																																																																																																				0
darkguard5	221	darkguard1		4	unused	darkguard5			Idle		xx														3	4		5	5	0																																																								1																																					100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0																																																																																																				0
bloodmage1	222	bloodmage1	bloodmage2	0	unused	bloodmage1			Idle		xx														1	2		3	3	0																																																								1																																					100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0																																																																																																				0
bloodmage2	223	bloodmage1	bloodmage3	1	unused	bloodmage2			Idle		xx														1	3		3	3	0																																																								1																																					100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0																																																																																																				0
bloodmage3	224	bloodmage1	bloodmage4	2	unused	bloodmage3			Idle		xx														2	3		4	4	0																																																								1																																					100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0																																																																																																				0
bloodmage4	225	bloodmage1	bloodmage5	3	unused	bloodmage4			Idle		xx														2	4		4	4	0																																																								1																																					100	50	20	-100	-50	-25	0	0	0	0	0	0	20	10	35	35	35	35	40	20	75	75	75	75	1							0																																																																																																				0
